"doi","title","journal","last_updated_epoch","publisher_field","paper_field","attention_score"
"10.1248/cpb.21.1641","Studies on the Synthese of N-Heterocyclic Compounds. III. Hypocholesterolemic 1, 2, 4-Oxadiazole Derivatives (1)","Chemical and Pharmaceutical Bulletin","1443484800","Pharmacology And Pharmaceutical Sciences","Physical Sciences",9
"10.1016/j.vacuum.2007.11.014","Synthesis of titanium oxide and titanium nitride nano-particles with narrow size distribution by supersonic thermal plasma expansion","Vacuum","1473724800","Materials Engineering","Materials Science",3
"10.1084/jem.20172162","Autism-associated neuroligin-4 mutation selectively impairs glycinergic synaptic transmission in mouse brainstem synapses","The Journal of Experimental Medicine","1541439660","Medical And Health Sciences","Health Sciences",11.6
"10.1073/pnas.1614926114","GAS6 is a key homeostatic immunological regulator of host–commensal interactions in the oral mucosa","Proceedings of the National Academy of Sciences of the United States of America","1485938786","Multidisciplinary","General",9.08
"10.1080/16184742.2016.1188841","Is it really all about money? A study on incentives in elite team sports","European Sport Management Quarterly","1548087567","Commercial Services",NA,10.076
"10.1007/bf01566305","Population control and politics","Population & Environment","1510550409","Environmental Sciences","Social Sciences",0.5
"10.1107/s1600536814014950","3,12-Dimethoxy-5,6,9,10-tetrahydro-[5]helicene-7,8-dicarbonitrile","Acta Crystallographica: Section E (International Union of Crystallography - IUCr)","1404432008","Chemical Sciences","Materials Science",0.5
"10.1002/ange.v127.23",NA,"Angewandte Chemie","1432771200",NA,NA,7
"10.1139/f91-055","Large-Scale Escapes of Farmed Atlantic Salmon (
                    Salmo salar
                    ) into Norwegian Rivers Threaten Natural Populations","Canadian Journal of Fisheries and Aquatic Sciences","1423780911","Zoology","Agricultural and Biological Sciences",10
"10.1126/science.286.5439.531","Molecular Classification of Cancer: Class Discovery and Class Prediction by Gene Expression Monitoring","Science","1538438400",NA,"General",13
"10.1111/bcp.12186","World-class cyclists on erythropoietin","British Journal of Clinical Pharmacology","1527351679","Pharmacology And Pharmaceutical Sciences","Health Sciences",4.55
"10.1016/j.euromechsol.2014.06.004","Size-dependent vibration behavior of functionally graded CNT-Reinforced polymer microcantilevers: Modeling and optimization","European Journal of Mechanics A: Solids","1405549315","Civil Engineering","Materials Science",0.25
"10.1186/s13293-015-0050-x","Removal of reproductive suppression reveals latent sex differences in brain steroid hormone receptors in naked mole-rats, Heterocephalus glaber","Biology of Sex Differences","1517329955","Biomedicine",NA,0.5
"10.1103/physrevb.45.7832","J1
                    -
                    J2
                    model: Energy, correlations, and order-parameter fluctuations on finite lattices","Physical Review B: Condensed Matter and Materials Physics","1554619757","Physical Sciences","Materials Science",3
"10.1001/jama.299.13.1547","Effect of Rimonabant on Progression of Atherosclerosis in Patients With Abdominal Obesity and Coronary Artery Disease","JAMA: Journal of the American Medical Association","1526515200","Medical And Health Sciences","Medicine",19.906
"10.1177/0894439315609528","Combining Big Data and Survey Techniques to Model Effects of Political Content Flows in Facebook","Social Science Computer Review","1525090182","Library And Information Studies","Social Sciences",26.45
"10.1177/004724419602600428","Reviews : Culture in the Federal Republic of Germany, 1945-1995. Edited by Reiner Pommerin. German Historical Perspectives Vol. XI. Oxford and Washington: Berg Publishers, 1996. Pp. x + 152. £12.95 (p/b","Journal of European Studies","1503175198","Literary Studies","Social Sciences",1
"10.1002/adhm.201601225","Biofunctionalized Plants as Diverse Biomaterials for Human Cell Culture","Advanced Healthcare Materials","1498573800",NA,NA,108.43
"10.2305/iucn.uk.2004.rlts.t59022a11870700.en","Rhacophorus taipeianus: Lue Kuangyang, Chou Wenhao",NA,"1516052636",NA,NA,3
"10.1016/s0001-2998(74)80013-9","Radionuclide generator systems","Seminars in Nuclear Medicine","540518400","Clinical Sciences","Medicine",3
"10.1042/0264-6021:3420097","Cloning and characterization of hIF2, a human homologue of bacterial translation initiation factor 2, and its interaction with HIV-1 matrix","Biochemical Journal","1199392282","Biological Sciences","Biochemistry, Genetics and Molecular Biology",6
"10.1007/s10790-017-9613-x","Wanted: Positive Arguments for Markets","The Journal of Value Inquiry","1529563372","Applied Ethics","Social Sciences",0.75
"10.1016/0192-0561(89)90188-4","Styrene-induced immunomodulation in mice","International Journal of Immunopharmacology","1388534400",NA,NA,3
"10.1016/s1387-1811(00)00264-x","Acidity of β zeolite with different Si/Al2 ratio as measured by temperature programmed desorption of ammonia","Microporous & Mesoporous Materials","1193097600","Chemical Sciences","Materials Science",3
"10.17656/jzs.10349","Assessing Combinatorial Design for Analyzing System Performance of a Computer Network","arXiv","1524584361",NA,NA,0.5
"10.1103/physrevb.88.041305","Universal features of spin transport and breaking of unitary symmetries","Physical Review B: Condensed Matter and Materials Physics","1359007478","Physical Sciences","Materials Science",0.25
"10.1302/0301-620x.89b10.19435","Femoral anteversion: a necessary angle or an evolutionary vestige?","The Bone & Joint Journal","1356546629","Clinical Sciences","Medicine",1
"10.1080/23744235.2016.1258488","Clinical and serological one-year follow-up of patients after the bite of
                    Ixodes ricinus
                    ticks infected with
                    Borrelia burgdorferi
                    sensu lato","Infectious Diseases","1528771543",NA,NA,3
"10.2307/143775","The Labor Market for Engineers in the U.S. Semiconductor Industry","Economic Geography","1128124800","Applied Economics","Social Sciences",3
"10.1049/sej.1993.0025","Safety-critical systems, formal methods and standards","Software Engineering Journal","1477232721",NA,NA,3
"10.1016/j.fertnstert.2007.01.108","Polyvinyl alcohol gel prevents abdominal adhesion formation in a rabbit model","Fertility & Sterility","1458604800","Clinical Sciences","Medicine",3
"10.1039/c7tc03039h","Understanding the links between composition, polyhedral distortion, and luminescence properties in green-emitting β-Si6−zAlzOzN8−z:Eu2+ phosphors","Journal of Materials Chemistry C: Materials for optical and electronic devices","1506315909",NA,NA,0.25
"10.1145/1860058.1860061","Dynamic highway congestion detection and prediction based on shock waves",NA,"1465257600",NA,NA,3
"10.1177/0883073813506492","Churg-Strauss Syndrome in Childhood","Journal of Child Neurology","1433844904","Clinical Sciences","Medicine",0.25
"10.1007/s11042-010-0686-9","Rethinking QR code: analog portal to digital world","Multimedia Tools & Applications","1427414400","Artificial Intelligence And Image Processing",NA,3
"10.1016/j.bpj.2018.08.040","Peptide-Lipid Interaction Sites Affect Vesicles’ Responses to Antimicrobial Peptides","Biophysical Journal","1542474023","Physical Sciences","Biochemistry, Genetics and Molecular Biology",0.25
"10.1128/jvi.00251-18","Characterization of Three Novel Linear Neutralizing B-Cell Epitopes in the Capsid Protein of Swine Hepatitis E Virus","Journal of Virology","1528965981","Biological Sciences","Life Sciences",1
"10.1073/pnas.95.22.12819","The mechanism of proton pumping by cytochrome c oxidase","Proceedings of the National Academy of Sciences of the United States of America","1364860800","Multidisciplinary","General",3
"10.1097/aap.0b013e31823217e7","Ultrasound Imaging of the Thoracic Spine in Paramedian Sagittal Oblique Plane","Regional Anesthesia & Pain Medicine","1320549506","Clinical Sciences","Medicine",1
"10.1001/jamainternmed.2015.7890","Spiritual Care Providers and Goals-of-Care Discussions","JAMA Internal Medicine","1456166139",NA,NA,0.25
"10.1021/acs.jctc.7b00805","Mechanical Unfolding of Macromolecules Coupled to Bond Dissociation","Journal of Chemical Theory and Computation","1513228485","Theoretical And Computational Chemistry","Physical Sciences",2
"10.1007/s10943-013-9677-2","Psychotherapy and the Mormon Faith","Journal of Religion & Health","1503325718","Public Health And Health Services","Health Sciences",3
"10.1021/nn901111s","High-Throughput Synthesis of Graphene by Intercalation−Exfoliation of Graphite Oxide and Study of Ionic Screening in Graphene Transistor","ACS Nano","1495497600","Multidisciplinary","Materials Science",6
"10.1016/j.jsat.2016.05.003","Secondary Effects of an Alcohol Prevention Program Targeting Students and/or Parents","Journal of Substance Abuse Treatment","1462657882","Public Health And Health Services","Health Sciences",0.25
"10.1007/978-3-319-57084-6","Cardiovascular Surgery",NA,"1548263533",NA,NA,0.75
"10.1175/bams-d-16-0234.1","Toward Global Harmonization of Derived Cloud Products","Bulletin of the American Meteorological Society","1488916831",NA,NA,1
"10.1016/j.ces.2008.04.014","Two-fluid spray atomisation and pneumatic nozzles for fluid bed coating/agglomeration purposes: A review","Chemical Engineering Science","1527552000","Chemical Engineering","Chemical Engineering",3
"10.4000/edso.4320","Neurosciences cognitives et sciences de l’éducation : vers un changement de paradigme ?","Éducation et socialisation. Les Cahiers du CERFEE","1540236868",NA,NA,25.75
"10.1128/aac.02133-12","The Transmission Interface of the Saccharomyces cerevisiae Multidrug Transporter Pdr5: Val-656 Located in Intracellular Loop 2 Plays a Major Role in Drug Resistance","Antimicrobial Agents and Chemotherapy","1359731765","Microbiology","Health Sciences",1
"10.1002/9781118316153","The Wiley-Blackwell Handbook of Mood Disorders",NA,"1379863962",NA,NA,11.75
"10.1093/femsle/fnx255","Overexpression of PDR16 confers resistance to complex sphingolipid biosynthesis inhibitor aureobasidin A in yeast Saccharomyces cerevisiae","FEMS Microbiology Letters","1520437755","Biological Sciences","Biochemistry, Genetics and Molecular Biology",1.25
"10.1002/2017ef000704","Integrating Algae with Bioenergy Carbon Capture and Storage (ABECCS) Increases Sustainability","Earth's Future","1552057346",NA,NA,114.396
"10.1371/journal.ppat.1005618","Stable Translocation Intermediates Jam Global Protein Export in Plasmodium falciparum Parasites and Link the PTEX Component EXP2 with Translocation Activity","PLoS Pathogens","1466448788","Microbiology","Biochemistry, Genetics and Molecular Biology",5.7
"10.1021/bm801315v","The Drosophila Transcription Factor Ultrabithorax Self-Assembles into Protein-Based Biomaterials with Multiple Morphologies","Biomacromolecules","1310509311","Chemical Sciences","Materials Science",6
"10.1038/s41563-018-0068-7","Ferroelectric large polarons","Nature Materials","1524749397","Multidisciplinary","Materials Science",8.65
"10.1109/surv.2009.090304","A Survey on Internet Traffic Identification","IEEE Communications Surveys & Tutorials","1425427200","Distributed Computing","Physical Sciences",9
"10.2147/jn.s148794","Proliferation and differentiation of human fetal brain neural stem cells in vitro","Journal of Neurorestoratology ","1515597913",NA,NA,0.75
"10.1097/ana.0b013e3181a6aebf","Hemodynamic Changes After Administration of Mannitol Measured by a Noninvasive Cardiac Output Monitor","Journal of Neurosurgical Anesthesiology","1357632669","Clinical Sciences","Medicine",0.75
"10.1007/978-3-319-42911-3","PRICAI 2016: Trends in Artificial Intelligence","Lecture notes in computer science","1471925949","Information And Computing Sciences","Mathematics",1
"10.1044/jshr.3405.982","Maternal Linguistic Input to Toddlers With Slow Expressive Language Development","Journal of Speech, Language & Hearing Research","1522781622","Clinical Sciences","Health Professions",3
"10.3389/fmicb.2016.00145","The Development of a Novel qPCR Assay-Set for Identifying Fecal Contamination Originating from Domestic Fowls and Waterfowl in Israel","Frontiers in Microbiology","1455693534",NA,NA,1
"10.1007/s00265-017-2354-9","Erratum to: Effect of flower perceptibility on spatial-reward associative learning by bumble bees","Behavioral Ecology & Sociobiology","1498754580","Biological Sciences","Agricultural and Biological Sciences",31
"10.1155/2012/486706","Photoenergy: Progress in Si-Related Solar Cells for a Low Cost and High Efficiency","International Journal of Photoenergy","1477958400",NA,"Materials Science",3
